$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$States,$InterfaceFields,$Base,$InterTypeMethods,$Classes,$ClassMethods,$Aspects,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts,$<AnalysisTime
0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11503.0
1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11472.0
0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11583.0
0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11622.0
1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11536.0
1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11528.0
0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11449.0
1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11475.0
0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11664.0
1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11538.0
0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11816.0
0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11648.0
1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11566.0
1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11672.0
0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11649.0
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11592.0
0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11635.0
1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11949.0
0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,12057.0
0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11613.0
1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11704.0
1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11621.0
0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11877.0
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11712.0
0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11547.0
1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11467.0
0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11537.0
0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11557.0
1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11880.0
1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11472.0
0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11733.0
1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11576.0
0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11556.0
1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11662.0
0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11667.0
0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11517.0
1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11546.0
1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11561.0
0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11698.0
1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11917.0
0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11480.0
1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11501.0
0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11651.0
0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11616.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,12262.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11880.0
0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11778.0
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11555.0
0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11664.0
1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11656.0
0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11752.0
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11656.0
1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11666.0
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11748.0
0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11458.0
1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11601.0
0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11753.0
1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11520.0
0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11710.0
0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11872.0
1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11609.0
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,12280.0
0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11507.0
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11522.0
0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11589.0
1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11803.0
0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11676.0
0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11553.0
1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11604.0
1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11609.0
0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11627.0
1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11520.0
0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11537.0
1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11633.0
0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11662.0
0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11497.0
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11544.0
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11503.0
0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11920.0
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11781.0
0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11910.0
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11484.0
0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11610.0
0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11701.0
1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11565.0
1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11572.0
0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11619.0
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11562.0
0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11698.0
1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11981.0
0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11641.0
0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11614.0
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11649.0
1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11531.0
0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,12194.0
1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11643.0
0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11668.0
1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,11548.0
0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11562.0
0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11653.0
1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11477.0
1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,11599.0
0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11632.0
1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11719.0
0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11500.0
1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11683.0
0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,12133.0
0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11623.0
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,11689.0
1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,11687.0
0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11576.0
1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11527.0
0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11606.0
1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,12230.0
0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11529.0
0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11602.0
1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,12024.0
1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11564.0
0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11613.0
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11545.0
0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11666.0
1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11694.0
0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11870.0
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11638.0
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,11604.0
1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,11919.0
0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11645.0
1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11798.0
0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,12401.0
1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11582.0
0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,12014.0
0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11593.0
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,11679.0
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,12150.0
0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,12018.0
1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11546.0
0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11607.0
1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11685.0
0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11796.0
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11575.0
1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,12041.0
1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,11560.0
0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11599.0
1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11583.0
0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11588.0
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11643.0
0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11590.0
0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11594.0
1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11571.0
1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11696.0
0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11584.0
1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11534.0
0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11493.0
1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11680.0
0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11580.0
0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11592.0
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11687.0
1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,12020.0
0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11620.0
1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11620.0
0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11499.0
1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11717.0
0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11563.0
0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11582.0
1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11609.0
1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11582.0
0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11580.0
1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11519.0
0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11600.0
1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11816.0
0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11600.0
0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,12103.0
1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11814.0
1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11968.0
0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11642.0
1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,12459.0
0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11615.0
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,11722.0
0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11913.0
0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11646.0
1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11857.0
1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11575.0
0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11511.0
1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11632.0
0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11612.0
1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11568.0
0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,11584.0
0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11601.0
1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,12153.0
1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11567.0
0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11574.0
1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11684.0
0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,11749.0
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,12087.0
0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11675.0
0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11885.0
1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11567.0
1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,11559.0
0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11701.0
1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11575.0
0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11569.0
1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11714.0
0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11579.0
0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11610.0
1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11709.0
1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,12157.0
0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11794.0
1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11521.0
0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11667.0
1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11508.0
0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11493.0
0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11599.0
1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11945.0
1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11755.0
0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11654.0
1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11702.0
0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11587.0
1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11594.0
0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11653.0
0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11728.0
1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11516.0
1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11932.0
0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11557.0
1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,12021.0
0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11568.0
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,11571.0
0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11552.0
0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11728.0
1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11677.0
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,11750.0
0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,12071.0
1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11623.0
0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11589.0
1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,12062.0
0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11579.0
0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11816.0
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,11430.0
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,11565.0
0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11596.0
1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11825.0
0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11533.0
1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11548.0
0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11668.0
0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11530.0
1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11844.0
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,12092.0
0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11566.0
1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11669.0
0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11549.0
1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11746.0
0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11867.0
0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11495.0
1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,11845.0
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11586.0
0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11825.0
1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11604.0
0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11476.0
1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11730.0
0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11660.0
0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,12000.0
1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11666.0
1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,11614.0
0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11662.0
1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11649.0
0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11550.0
1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11619.0
0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11599.0
0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11945.0
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11949.0
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11681.0
0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11524.0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11572.0
0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,12233.0
1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11589.0
0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11458.0
0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11492.0
1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11671.0
1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,12007.0
0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11592.0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11871.0
0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,12207.0
1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,11505.0
0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11724.0
0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,12282.0
1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11566.0
1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,11615.0
0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11531.0
1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11571.0
0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11613.0
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11620.0
0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11610.0
0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11563.0
1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11610.0
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,11655.0
0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11548.0
1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11591.0
0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11749.0
1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11742.0
0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11610.0
0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,12052.0
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11919.0
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,11597.0
0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11558.0
1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11524.0
0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,11592.0
1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,12205.0
0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11715.0
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11650.0
1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11628.0
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,11526.0
0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11621.0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11813.0
0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11723.0
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11706.0
0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11627.0
0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11551.0
1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,11748.0
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,11686.0
0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11702.0
1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11596.0
0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11853.0
1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11513.0
